0 torch.Size([1, 64, 128]) tensor([ 0.1111, -0.0260,  0.0787])
1 torch.Size([1, 64, 128]) tensor([ 0.2213, -0.0517, -0.2268])
2 torch.Size([1, 64, 128]) tensor([-0.0865, -0.0334, -0.0487])
3 torch.Size([1, 64, 128]) tensor([-0.0050, -0.1445,  0.0119])
0 torch.Size([1, 64, 128]) tensor([ 0.1065, -0.0110,  0.0346])
1 torch.Size([1, 64, 128]) tensor([ 0.4760, -0.1869, -0.0552])
2 torch.Size([1, 64, 128]) tensor([-0.0158, -0.0040, -0.0909])
3 torch.Size([1, 64, 128]) tensor([ 0.0672, -0.0596, -0.0030])
0 torch.Size([1, 64, 128]) tensor([ 0.0319, -0.0064, -0.0405])
1 torch.Size([1, 64, 128]) tensor([-0.1311, -0.0918, -0.2620])
2 torch.Size([1, 64, 128]) tensor([-0.0348, -0.2320, -0.1594])
3 torch.Size([1, 64, 128]) tensor([-0.2079,  0.0340, -0.2218])
0 torch.Size([1, 64, 128]) tensor([-0.0275,  0.0394,  0.0006])
1 torch.Size([1, 64, 128]) tensor([-0.1088,  0.0147, -0.2176])
2 torch.Size([1, 64, 128]) tensor([-0.1062,  0.0383, -0.1977])
3 torch.Size([1, 64, 128]) tensor([-0.1565,  0.0211, -0.1007])
0 torch.Size([1, 64, 128]) tensor([ 0.0069, -0.0086, -0.0048])
1 torch.Size([1, 64, 128]) tensor([ 0.0010, -0.1479, -0.1691])
2 torch.Size([1, 64, 128]) tensor([-0.1303,  0.0049, -0.3016])
3 torch.Size([1, 64, 128]) tensor([-0.1636,  0.0159, -0.0753])
0 torch.Size([1, 64, 128]) tensor([ 0.1401, -0.0606,  0.0664])
1 torch.Size([1, 64, 128]) tensor([ 0.3294, -0.3076, -0.0996])
2 torch.Size([1, 64, 128]) tensor([-0.3600, -0.0873, -0.5437])
3 torch.Size([1, 64, 128]) tensor([-0.0787,  0.0858,  0.0143])
0 torch.Size([1, 64, 128]) tensor([ 0.1034, -0.0113,  0.1290])
1 torch.Size([1, 64, 128]) tensor([ 0.3258, -0.0924, -0.2556])
2 torch.Size([1, 64, 128]) tensor([-0.3137, -0.0500, -0.5335])
3 torch.Size([1, 64, 128]) tensor([ 0.0241, -0.0022, -0.0544])
0 torch.Size([1, 64, 128]) tensor([ 0.1247, -0.0250,  0.0593])
1 torch.Size([1, 64, 128]) tensor([ 0.3216,  0.0130, -0.1730])
2 torch.Size([1, 64, 128]) tensor([-0.1113, -0.0592, -0.3783])
3 torch.Size([1, 64, 128]) tensor([-0.0489,  0.0306, -0.1200])
0 torch.Size([1, 64, 128]) tensor([ 0.0023, -0.0311, -0.0008])
1 torch.Size([1, 64, 128]) tensor([ 0.4602, -0.0763, -0.0980])
2 torch.Size([1, 64, 128]) tensor([-0.1026, -0.0133, -0.2441])
3 torch.Size([1, 64, 128]) tensor([-0.1146,  0.1681, -0.3594])
0 torch.Size([1, 64, 128]) tensor([ 0.0776, -0.0046, -0.0038])
1 torch.Size([1, 64, 128]) tensor([ 0.3816, -0.1869, -0.0445])
2 torch.Size([1, 64, 128]) tensor([-0.0864,  0.0569, -0.0185])
3 torch.Size([1, 64, 128]) tensor([-0.1160,  0.1442, -0.1793])
0 torch.Size([1, 64, 128]) tensor([-0.0273,  0.0217,  0.0568])
1 torch.Size([1, 64, 128]) tensor([ 0.5551, -0.2330,  0.0220])
2 torch.Size([1, 64, 128]) tensor([-0.0580, -0.1617,  0.0775])
3 torch.Size([1, 64, 128]) tensor([-0.0554,  0.2451, -0.2215])
0 torch.Size([1, 64, 128]) tensor([ 0.0582, -0.0190,  0.0801])
1 torch.Size([1, 64, 128]) tensor([ 0.4720, -0.2230, -0.0712])
2 torch.Size([1, 64, 128]) tensor([ 0.0712, -0.1586,  0.1262])
3 torch.Size([1, 64, 128]) tensor([-0.0057,  0.1956, -0.2599])
0 torch.Size([1, 64, 128]) tensor([-0.0085, -0.0339,  0.0362])
1 torch.Size([1, 64, 128]) tensor([ 0.1830, -0.0707, -0.2678])
2 torch.Size([1, 64, 128]) tensor([-0.0348, -0.1629, -0.1162])
3 torch.Size([1, 64, 128]) tensor([-0.0871,  0.1414, -0.3014])
